Date,Open,High,Low,Close,Adj Close,Volume
2013-06-11,51.590000,52.130001,51.590000,51.869999,47.578922,14500
2013-06-12,52.139999,52.139999,51.299999,51.330002,47.083591,3400
2013-06-13,51.020000,51.980000,51.020000,51.980000,47.679813,2100
2013-06-14,52.130001,52.130001,52.029999,52.029999,47.725681,700
2013-06-17,52.500000,52.500000,52.150002,52.150002,47.835758,600
2013-06-18,52.419998,52.419998,52.369999,52.369999,48.037560,1000
2013-06-19,52.500000,52.500000,51.869999,51.869999,47.578922,1100
2013-06-20,51.099998,51.099998,50.189999,50.189999,46.037907,2300
2013-06-21,50.619999,50.619999,50.049999,50.439999,46.267216,1600
2013-06-24,50.070000,50.119999,49.709999,50.119999,45.973698,600
2013-06-25,50.520000,50.570000,50.509998,50.570000,46.386475,14600
2013-06-26,51.490002,51.490002,50.980000,51.020000,46.799236,1400
2013-06-27,51.450001,51.500000,51.369999,51.369999,47.302933,2500
2013-06-28,51.139999,51.470001,51.139999,51.369999,47.302933,2500
2013-07-01,51.520000,51.520000,51.470001,51.470001,47.395016,900
2013-07-02,51.599998,51.599998,51.369999,51.369999,47.302933,1300
2013-07-03,51.209999,51.430000,51.209999,51.430000,47.358177,700
2013-07-05,51.830002,51.939999,51.700001,51.939999,47.827805,2200
2013-07-08,52.200001,52.230000,52.130001,52.230000,48.094841,700
2013-07-09,52.560001,52.669998,52.560001,52.590000,48.426342,1900
2013-07-10,52.619999,52.680000,52.610001,52.610001,48.444763,201100
2013-07-11,53.290001,53.580002,53.279999,53.580002,49.337963,27300
2013-07-12,53.619999,53.720001,53.540001,53.700001,49.448463,11000
2013-07-15,53.709999,53.910000,53.700001,53.820000,49.558952,102400
2013-07-16,53.900002,53.930000,53.500000,53.610001,49.365582,37100
2013-07-17,53.750000,53.860001,53.740002,53.860001,49.595798,33400
2013-07-18,53.889999,54.110001,53.889999,54.110001,49.825996,30400
2013-07-19,54.279999,54.389999,54.279999,54.349998,50.047001,1700
2013-07-22,55.049999,55.049999,54.340000,54.419998,50.111454,1700
2013-07-23,54.500000,54.500000,54.270000,54.330002,50.028591,2000
2013-07-24,54.480000,54.480000,54.020000,54.139999,49.853619,88900
2013-07-25,54.259998,54.549999,54.160000,54.549999,50.231167,128000
2013-07-26,54.340000,54.680000,54.119999,54.680000,50.350872,31600
2013-07-29,54.709999,54.709999,54.410000,54.599998,50.277214,4600
2013-07-30,54.790001,54.790001,54.430000,54.490002,50.175915,25600
2013-07-31,54.750000,54.750000,54.430000,54.439999,50.129875,4200
2013-08-01,54.959999,54.959999,54.730000,54.900002,50.553459,11100
2013-08-02,54.900002,55.160000,54.830002,55.160000,50.792870,25400
2013-08-05,55.040001,55.090000,54.980000,55.000000,50.645538,7500
2013-08-06,55.410000,55.410000,54.560001,54.799999,50.461372,15100
2013-08-07,55.119999,55.119999,54.369999,54.599998,50.277214,57200
2013-08-08,54.799999,54.799999,54.470001,54.660000,50.332451,6000
2013-08-09,54.849998,54.849998,54.380001,54.520000,50.203541,7300
2013-08-12,54.770000,54.770000,54.270000,54.369999,50.065411,1200
2013-08-13,54.439999,54.560001,54.139999,54.419998,50.111454,8500
2013-08-14,54.400002,54.400002,53.959999,53.970001,49.697075,7600
2013-08-15,54.189999,54.189999,52.950001,53.040001,48.840714,6300
2013-08-16,52.750000,52.970001,52.700001,52.790001,48.610497,7600
2013-08-19,53.090000,60.099998,52.599998,52.700001,48.527637,6300
2013-08-20,52.400002,52.990002,52.400002,52.959999,48.767044,9900
2013-08-21,52.950001,52.950001,52.419998,52.599998,48.435543,10600
2013-08-22,52.730000,55.250000,52.730000,53.009998,48.813087,12400
2013-08-23,52.889999,53.160000,52.889999,53.160000,48.951218,6400
2013-08-26,53.240002,53.389999,52.970001,53.049999,48.849930,6700
2013-08-27,52.520000,52.590000,52.290001,52.290001,48.150093,6000
2013-08-28,51.860001,52.560001,51.860001,52.400002,48.251389,7000
2013-08-29,52.750000,52.830002,52.669998,52.669998,48.500000,5700
2013-08-30,52.490002,52.549999,52.419998,52.500000,48.343472,6000
2013-09-03,52.849998,52.950001,52.599998,52.799999,48.619717,24700
2013-09-04,52.939999,53.099998,52.900002,53.000000,48.803890,8100
2013-09-05,53.080002,53.080002,52.939999,52.939999,48.748623,3000
2013-09-06,53.130001,53.160000,52.990002,52.990002,48.794678,6200
2013-09-09,53.139999,53.380001,53.090000,53.369999,49.144592,113300
2013-09-10,54.150002,54.150002,53.490002,53.740002,49.485291,12900
2013-09-11,53.669998,53.869999,53.570000,53.869999,49.605000,3300
2013-09-12,53.650002,54.119999,53.650002,53.990002,49.715496,27700
2013-09-13,54.130001,54.259998,54.130001,54.250000,49.954918,3300
2013-09-16,54.720001,54.779999,54.560001,54.630001,50.304836,6100
2013-09-17,54.650002,54.790001,54.650002,54.759998,50.424538,20900
2013-09-18,54.660000,55.540001,54.660000,55.419998,51.032280,2400
2013-09-19,55.869999,55.869999,55.279999,55.410000,51.023079,17000
2013-09-20,55.270000,55.270000,55.020000,55.060001,50.700787,1300
2013-09-23,54.660000,54.990002,54.599998,54.689999,50.360073,3000
2013-09-24,54.939999,54.939999,54.279999,54.290001,50.178917,13500
2013-09-25,54.240002,54.310001,54.000000,54.020000,49.929363,2300
2013-09-26,54.330002,54.349998,54.090000,54.240002,50.132717,4700
2013-09-27,54.130001,54.299999,54.049999,54.209999,50.104980,15100
2013-09-30,53.919998,54.070000,53.860001,53.880001,49.799969,13400
2013-10-01,54.119999,54.410000,54.009998,54.340000,50.225128,8800
2013-10-02,54.119999,54.369999,53.959999,54.369999,50.252857,13100
2013-10-03,54.150002,54.180000,53.689999,53.849998,49.772236,3500
2013-10-04,54.250000,54.290001,54.189999,54.240002,50.132717,7000
2013-10-07,53.840000,53.970001,53.840000,53.889999,49.809212,3800
2013-10-08,53.599998,53.619999,53.029999,53.189999,49.162224,3000
2013-10-09,52.830002,53.119999,52.830002,52.990002,48.977364,4600
2013-10-10,53.790001,53.970001,53.730000,53.970001,49.883148,2900
2013-10-11,54.360001,54.599998,54.360001,54.590000,50.456207,1400
2013-10-14,54.209999,54.810001,54.209999,54.759998,50.613335,4600
2013-10-15,54.759998,54.880001,54.549999,54.549999,50.419235,14600
2013-10-16,55.000000,55.439999,54.860001,55.439999,51.241844,11700
2013-10-17,55.560001,56.130001,55.430000,56.130001,51.879585,24900
2013-10-18,56.369999,56.430000,56.009998,56.430000,52.156876,18300
2013-10-21,56.400002,56.400002,56.090000,56.200001,51.944290,7000
2013-10-22,56.560001,56.950001,56.560001,56.889999,52.582043,9100
2013-10-23,56.689999,56.740002,56.580002,56.730000,52.434155,3000
2013-10-24,56.910000,56.910000,56.720001,56.810001,52.508095,6200
2013-10-25,56.950001,56.950001,56.700001,56.849998,52.545059,700
2013-10-28,57.000000,57.119999,57.000000,57.040001,52.720680,1900
2013-10-29,57.240002,57.439999,57.240002,57.380001,53.034931,2100
2013-10-30,57.720001,57.720001,56.950001,57.060001,52.739178,6100
2013-10-31,56.799999,57.110001,56.790001,56.880001,52.572800,2700
2013-11-01,56.959999,57.029999,56.810001,57.029999,52.711433,6500
2013-11-04,57.279999,57.279999,56.889999,56.889999,52.582043,1200
2013-11-05,56.919998,56.990002,56.689999,56.980000,52.665222,20500
2013-11-06,57.150002,57.150002,56.820000,56.840000,52.535828,7800
2013-11-07,56.910000,56.910000,56.279999,56.279999,52.018230,41400
2013-11-08,56.099998,56.560001,55.970001,56.560001,52.277031,7300
2013-11-11,56.790001,56.799999,56.639999,56.660000,52.369457,3500
2013-11-12,56.410000,56.630001,56.400002,56.599998,52.314003,18400
2013-11-13,56.599998,57.200001,56.599998,57.200001,52.868576,2300
2013-11-14,57.380001,57.630001,57.330002,57.630001,53.266010,3000
2013-11-15,57.730000,57.810001,57.660000,57.810001,53.432377,7500
2013-11-18,58.090000,58.090000,57.549999,57.650002,53.284481,9900
2013-11-19,57.500000,57.700001,57.500000,57.500000,53.145855,4800
2013-11-20,57.770000,57.779999,57.470001,57.470001,53.118114,8100
2013-11-21,57.650002,57.860001,57.619999,57.840000,53.460106,1800
2013-11-22,58.240002,58.439999,58.200001,58.439999,54.014668,4100
2013-11-25,58.590000,58.590000,58.349998,58.480000,54.051643,19900
2013-11-26,58.439999,58.560001,58.380001,58.380001,53.959213,1400
2013-11-27,58.480000,58.540001,58.470001,58.470001,54.042397,1300
2013-11-29,58.669998,58.709999,58.669998,58.669998,54.227249,2400
2013-12-02,58.529999,58.529999,58.310001,58.310001,53.894508,1600
2013-12-03,58.049999,58.259998,57.830002,58.090000,53.691174,11900
2013-12-04,57.880001,57.880001,57.570000,57.849998,53.469349,1100
2013-12-05,57.790001,57.950001,57.709999,57.810001,53.432377,11300
2013-12-06,58.470001,58.490002,58.150002,58.470001,54.042397,6000
2013-12-09,58.580002,58.759998,58.549999,58.570000,54.134823,11600
2013-12-10,58.490002,58.709999,58.470001,58.549999,54.116352,6100
2013-12-11,58.610001,58.610001,57.730000,57.730000,53.358429,8300
2013-12-12,57.970001,58.040001,57.750000,57.779999,53.404648,10900
2013-12-13,57.900002,58.160000,57.880001,58.090000,53.691174,10000
2013-12-16,58.389999,58.389999,58.209999,58.299999,53.885265,7800
2013-12-17,58.250000,58.389999,58.040001,58.320000,53.903751,15600
2013-12-18,58.200001,59.110001,57.750000,59.110001,54.633926,9300
2013-12-19,59.049999,59.320000,58.959999,59.320000,54.828026,12100
2013-12-20,59.500000,59.860001,59.400002,59.689999,55.170002,6800
2013-12-23,59.740002,59.779999,59.650002,59.740002,55.410233,5600
2013-12-24,59.860001,59.869999,59.689999,59.820000,55.484440,8900
2013-12-26,59.950001,60.189999,59.880001,60.130001,55.771984,10600
2013-12-27,60.840000,63.790001,59.830002,59.849998,55.512264,8600
2013-12-30,59.669998,59.779999,59.660000,59.750000,55.419518,11600
2013-12-31,59.880001,60.029999,59.750000,60.029999,55.679222,8600
2014-01-02,59.650002,59.650002,59.299999,59.410000,55.104160,5100
2014-01-03,59.709999,59.770000,59.500000,59.509998,55.196903,14800
2014-01-06,59.320000,59.459999,59.110001,59.380001,55.076332,12300
2014-01-07,59.639999,59.950001,59.639999,59.869999,55.530815,5700
2014-01-08,60.000000,60.360001,60.000000,60.310001,55.938934,15200
2014-01-09,60.360001,60.439999,60.220001,60.419998,56.040951,74800
2014-01-10,60.320000,60.540001,60.230000,60.540001,56.152256,8200
2014-01-13,60.560001,60.599998,59.389999,59.480000,55.169094,9400
2014-01-14,59.610001,60.389999,59.599998,60.389999,56.013115,7900
2014-01-15,60.520000,60.540001,60.270000,60.389999,56.013115,60200
2014-01-16,60.310001,60.500000,60.310001,60.430000,56.050232,6500
2014-01-17,60.419998,60.509998,60.110001,60.110001,55.753426,8600
2014-01-21,60.700001,60.700001,60.150002,60.580002,56.189369,16100
2014-01-22,60.730000,60.880001,60.599998,60.860001,56.449070,10700
2014-01-23,60.200001,60.209999,59.869999,60.169998,55.809071,12500
2014-01-24,59.759998,59.759998,58.669998,58.669998,54.417786,51700
2014-01-27,58.520000,58.549999,57.830002,58.070000,53.861271,8700
2014-01-28,58.250000,58.709999,58.250000,58.709999,54.454895,6700
2014-01-29,58.299999,58.299999,57.759998,57.889999,53.694321,3300
2014-01-30,58.840000,59.250000,58.720001,59.160000,54.872276,10500
2014-01-31,57.709999,58.959999,57.709999,58.639999,54.389965,15600
2014-02-03,58.680000,58.680000,57.040001,57.070000,52.933750,25700
2014-02-04,57.410000,57.810001,57.160000,57.680000,53.499538,16500
2014-02-05,57.549999,57.709999,56.730000,57.500000,53.332588,19700
2014-02-06,57.630001,58.180000,57.630001,58.169998,53.954021,4000
2014-02-07,58.599998,59.410000,58.599998,59.410000,55.104160,4100
2014-02-10,59.619999,59.619999,59.419998,59.490002,55.178356,9700
2014-02-11,59.709999,60.419998,59.689999,60.290001,55.920376,17000
2014-02-12,60.520000,60.520000,60.230000,60.320000,55.948204,7400
2014-02-13,59.959999,60.990002,59.959999,60.950001,56.532547,5400
2014-02-14,60.950001,61.200001,60.939999,61.150002,56.718052,6400
2014-02-18,61.419998,61.650002,61.200001,61.580002,57.116886,11100
2014-02-19,61.320000,61.790001,61.130001,61.180000,56.745872,21800
2014-02-20,61.369999,61.770000,61.049999,61.770000,57.293102,9700
2014-02-21,61.919998,61.970001,61.650002,61.650002,57.181808,10300
2014-02-24,61.889999,62.500000,61.869999,62.270000,57.756863,10900
2014-02-25,62.410000,62.410000,62.160000,62.189999,57.682674,5500
2014-02-26,62.500000,62.689999,62.049999,62.150002,57.645573,194100
2014-02-27,62.220001,62.590000,62.130001,62.540001,58.007309,14100
2014-02-28,62.750000,62.939999,62.049999,62.580002,58.044403,34900
2014-03-03,61.930000,62.259998,61.700001,62.040001,57.543545,32400
2014-03-04,62.959999,63.340000,62.869999,63.299999,58.712223,19800
2014-03-05,63.410000,63.459999,63.299999,63.400002,58.804985,15400
2014-03-06,63.639999,63.680000,63.049999,63.279999,58.693684,217200
2014-03-07,63.619999,63.619999,62.860001,63.099998,58.526714,34000
2014-03-10,63.139999,63.139999,62.619999,63.139999,58.563812,14200
2014-03-11,63.310001,63.509998,62.599998,62.680000,58.137154,45100
2014-03-12,62.330002,62.810001,62.139999,62.759998,58.211361,19500
2014-03-13,63.099998,63.099998,61.730000,61.849998,57.367317,25600
2014-03-14,61.790001,61.970001,61.560001,61.570000,57.107601,21100
2014-03-17,62.000000,62.389999,61.950001,62.180000,57.673401,26000
2014-03-18,62.380001,62.750000,62.380001,62.730000,58.183533,23200
2014-03-19,62.880001,62.880001,61.900002,62.209999,57.701221,54100
2014-03-20,62.169998,62.310001,61.950001,62.250000,57.738323,13200
2014-03-21,62.599998,62.660000,61.560001,61.560001,57.098335,18600
2014-03-24,61.400002,61.400002,60.250000,60.730000,56.328476,45000
2014-03-25,60.840000,61.279999,60.340000,60.759998,56.450195,27200
2014-03-26,60.970001,61.000000,59.970001,60.000000,55.744099,8900
2014-03-27,59.900002,59.900002,59.220001,59.650002,55.418934,21500
2014-03-28,59.650002,60.340000,59.639999,59.740002,55.502544,13200
2014-03-31,60.209999,60.450001,60.189999,60.340000,56.059982,10700
2014-04-01,60.509998,61.070000,60.509998,61.049999,56.719624,9500
2014-04-02,61.250000,61.490002,61.209999,61.490002,57.128410,14600
2014-04-03,61.459999,61.459999,60.660000,60.910000,56.589558,18100
2014-04-04,61.200001,61.200001,59.490002,59.599998,55.372475,38600
2014-04-07,59.250000,59.639999,58.290001,58.830002,54.657093,31300
2014-04-08,58.970001,59.169998,58.480000,59.009998,54.824326,60100
2014-04-09,59.459999,60.279999,59.250000,60.270000,55.994953,123200
2014-04-10,60.189999,60.189999,58.270000,58.419998,54.276165,63500
2014-04-11,57.990002,58.310001,57.500000,57.660000,53.570091,73000
2014-04-14,58.279999,58.419998,57.450001,57.980000,53.867397,12000
2014-04-15,58.400002,58.619999,57.160000,58.500000,54.350506,29200
2014-04-16,58.959999,59.410000,58.799999,59.330002,55.121624,16500
2014-04-17,59.369999,59.720001,59.259998,59.570000,55.344608,7400
2014-04-21,59.570000,60.000000,59.380001,60.000000,55.744099,7800
2014-04-22,60.419998,60.689999,60.220001,60.490002,56.199345,117000
2014-04-23,60.450001,60.450001,60.180000,60.180000,55.911339,19100
2014-04-24,60.590000,60.630001,59.630001,59.970001,55.716232,11600
2014-04-25,59.169998,59.240002,58.869999,58.950001,54.768585,16700
2014-04-28,59.040001,59.330002,58.000000,58.790001,54.619926,12800
2014-04-29,58.900002,59.330002,58.790001,59.279999,55.075172,14000
2014-04-30,59.470001,59.740002,59.340000,59.740002,55.502544,7600
2014-05-01,59.889999,60.299999,59.880001,59.880001,55.632626,5700
2014-05-02,60.110001,60.110001,59.720001,59.880001,55.632626,4300
2014-05-05,59.980000,60.330002,59.980000,60.320000,56.041401,76200
2014-05-06,60.049999,60.259998,59.439999,59.439999,55.223835,30600
2014-05-07,59.410000,59.459999,59.040001,59.419998,55.205242,7600
2014-05-08,59.430000,60.049999,59.320000,59.330002,55.121624,5500
2014-05-09,59.330002,59.730000,59.119999,59.680000,55.446789,9100
2014-05-12,60.080002,60.669998,60.080002,60.669998,56.366581,12100
2014-05-13,60.799999,60.980000,60.680000,60.740002,56.431606,18500
2014-05-14,60.619999,60.660000,60.270000,60.270000,55.994953,47500
2014-05-15,60.119999,60.130001,59.189999,59.599998,55.372475,15200
2014-05-16,59.599998,59.860001,59.419998,59.840000,55.595448,7900
2014-05-19,59.639999,60.369999,59.639999,60.369999,56.087849,4000
2014-05-20,60.150002,60.320000,59.639999,59.880001,55.632626,29900
2014-05-21,60.279999,60.599998,60.200001,60.599998,56.301540,11100
2014-05-22,60.820000,61.090000,60.810001,60.990002,56.663883,10300
2014-05-23,61.009998,61.310001,61.009998,61.310001,56.961189,22800
2014-05-27,61.689999,61.930000,61.689999,61.930000,57.537201,26100
2014-05-28,61.860001,62.000000,61.860001,61.970001,57.574371,11100
2014-05-29,61.950001,62.230000,61.950001,62.209999,57.797344,75600
2014-05-30,62.180000,62.189999,62.020000,62.169998,57.760181,6800
2014-06-02,62.209999,62.349998,62.110001,62.349998,57.927410,243800
2014-06-03,62.040001,62.349998,62.040001,62.230000,57.815929,13700
2014-06-04,62.189999,62.450001,61.970001,62.360001,57.936707,10800
2014-06-05,62.450001,62.830002,62.360001,62.669998,58.224705,17700
2014-06-06,62.779999,62.889999,62.779999,62.820000,58.364075,7200
2014-06-09,62.860001,62.959999,62.660000,62.759998,58.308327,35100
2014-06-10,62.820000,62.849998,62.439999,62.770000,58.317623,6800
2014-06-11,62.520000,62.770000,62.520000,62.740002,58.289757,9400
2014-06-12,62.799999,62.799999,62.209999,62.209999,57.797344,18700
2014-06-13,62.209999,62.450001,62.130001,62.310001,57.890259,97100
2014-06-16,62.230000,62.529999,62.230000,62.340000,57.918125,4300
2014-06-17,62.330002,62.610001,62.230000,62.540001,58.103939,38400
2014-06-18,62.650002,63.139999,62.509998,63.139999,58.661377,16400
2014-06-19,63.029999,63.169998,62.959999,63.160000,58.679958,4300
2014-06-20,63.369999,63.570000,63.200001,63.570000,59.060883,7400
2014-06-23,63.599998,63.599998,63.400002,63.470001,58.967968,15200
2014-06-24,63.290001,63.740002,63.040001,63.090000,58.614922,10600
2014-06-25,62.770000,63.330002,62.770000,63.330002,59.022202,61100
2014-06-26,63.029999,63.330002,62.970001,63.279999,58.975609,15600
2014-06-27,63.250000,63.340000,63.130001,63.340000,59.031513,89900
2014-06-30,63.389999,63.410000,63.240002,63.259998,58.956966,94300
2014-07-01,63.529999,64.000000,63.529999,63.810001,59.469543,24300
2014-07-02,63.799999,63.910000,63.680000,63.680000,59.348396,23300
2014-07-03,63.950001,64.000000,63.830002,64.000000,59.646626,10000
2014-07-07,63.980000,63.980000,63.419998,63.430000,59.115391,24300
2014-07-08,63.250000,63.250000,62.639999,62.919998,58.640079,23000
2014-07-09,63.099998,63.320000,63.080002,63.320000,59.012878,6200
2014-07-10,62.680000,63.299999,62.660000,63.110001,58.817162,8200
2014-07-11,63.139999,63.349998,63.099998,63.349998,59.040833,12000
2014-07-14,63.650002,63.740002,63.599998,63.660000,59.329754,24100
2014-07-15,63.680000,63.730000,63.270000,63.360001,59.050163,4300
2014-07-16,63.650002,63.650002,63.250000,63.410000,59.096764,19200
2014-07-17,63.130001,63.139999,62.529999,62.529999,58.276615,2900
2014-07-18,62.939999,63.490002,62.939999,63.450001,59.134037,3800
2014-07-21,63.250000,63.480000,63.250000,63.470001,59.152672,86100
2014-07-22,63.720001,63.950001,63.720001,63.900002,59.553425,70900
2014-07-23,64.089996,64.199997,64.000000,64.199997,59.833015,9200
2014-07-24,64.419998,64.550003,64.370003,64.410004,60.028736,6200
2014-07-25,64.370003,64.459999,64.180000,64.199997,59.833015,27200
2014-07-28,64.339996,64.339996,63.869999,64.089996,59.730495,18900
2014-07-29,64.309998,64.349998,63.880001,63.880001,59.534790,19100
2014-07-30,64.150002,64.150002,63.799999,63.980000,59.627987,79400
2014-07-31,63.400002,63.400002,62.599998,62.599998,58.341854,147300
2014-08-01,62.650002,62.900002,62.250000,62.610001,58.351173,18600
2014-08-04,62.770000,63.169998,62.410000,63.090000,58.798519,169000
2014-08-05,62.759998,63.060001,61.980000,62.380001,58.136829,18600
2014-08-06,61.950001,62.299999,61.889999,62.110001,57.885181,9600
2014-08-07,62.080002,62.150002,61.730000,61.790001,57.586945,5400
2014-08-08,61.779999,62.459999,61.779999,62.459999,58.211380,180100
2014-08-11,62.820000,62.900002,62.650002,62.689999,58.425720,8900
2014-08-12,62.689999,62.689999,62.500000,62.630001,58.369816,5200
2014-08-13,62.860001,63.240002,62.860001,63.160000,58.863754,36500
2014-08-14,63.400002,63.570000,63.400002,63.500000,59.180634,4500
2014-08-15,63.840000,63.860001,63.330002,63.639999,59.311108,10900
2014-08-18,63.939999,64.209999,63.939999,64.050003,59.693230,20900
2014-08-19,64.260002,64.519997,64.230003,64.510002,60.121933,17200
2014-08-20,64.379997,64.769997,64.379997,64.769997,60.364246,8200
2014-08-21,64.120003,64.919998,64.120003,64.889999,60.476078,9500
2014-08-22,64.839996,65.000000,64.769997,64.919998,60.504040,7500
2014-08-25,65.239998,65.330002,65.180000,65.250000,60.811600,18200
2014-08-26,65.269997,65.430000,65.260002,65.309998,60.867512,21900
2014-08-27,65.370003,65.370003,65.160004,65.220001,60.783634,16000
2014-08-28,65.089996,65.190002,65.029999,65.160004,60.727718,7900
2014-08-29,65.339996,65.480003,65.230003,65.480003,61.025951,15500
2014-09-02,65.519997,65.809998,65.430000,65.680000,61.212360,24700
2014-09-03,65.980003,65.980003,65.639999,65.680000,61.212360,217000
2014-09-04,65.730003,66.099998,65.529999,65.559998,61.100498,6900
2014-09-05,65.680000,65.949997,65.339996,65.949997,61.463997,6300
2014-09-08,65.820000,66.040001,65.739998,65.949997,61.463997,25700
2014-09-09,65.800003,65.800003,65.419998,65.480003,61.025951,16100
2014-09-10,65.389999,65.820000,65.389999,65.820000,61.342831,9200
2014-09-11,65.660004,65.699997,65.500000,65.699997,61.230988,7400
2014-09-12,65.470001,65.629997,65.150002,65.290001,60.848881,23700
2014-09-15,65.139999,65.150002,64.720001,64.940002,60.522686,144200
2014-09-16,65.089996,65.760002,65.080002,65.660004,61.193710,77100
2014-09-17,65.750000,66.080002,65.519997,65.760002,61.286919,56600
2014-09-18,65.930000,66.120003,65.930000,66.120003,61.622421,56500
2014-09-19,66.320000,66.339996,65.830002,66.040001,61.547852,58600
2014-09-22,65.959999,65.959999,65.129997,65.290001,60.848881,94600
2014-09-23,65.000000,65.430000,65.000000,65.059998,60.634521,42700
2014-09-24,65.040001,65.639999,65.040001,65.580002,61.283051,41100
2014-09-25,65.470001,65.470001,64.660004,64.690002,60.451363,75900
2014-09-26,64.790001,65.349998,64.720001,65.230003,60.955994,10700
2014-09-29,64.889999,65.320000,64.690002,65.180000,60.909252,41000
2014-09-30,64.940002,65.410004,64.870003,64.870003,60.619572,26300
2014-10-01,64.699997,64.699997,63.700001,63.919998,59.731815,143000
2014-10-02,63.840000,64.019997,63.060001,63.869999,59.685085,46600
2014-10-03,64.260002,64.910004,64.260002,64.800003,60.554153,31500
2014-10-06,65.150002,65.150002,64.459999,64.639999,60.404633,128900
2014-10-07,64.320000,64.320000,63.520000,63.520000,59.358025,51800
2014-10-08,63.660000,64.800003,63.169998,64.790001,60.544815,28000
2014-10-09,64.650002,64.650002,63.250000,63.250000,59.105713,84100
2014-10-10,63.169998,63.360001,62.330002,62.330002,58.245995,20600
2014-10-13,62.290001,62.400002,60.869999,60.869999,56.881653,35800
2014-10-14,61.070000,61.400002,60.299999,60.599998,56.629349,70100
2014-10-15,59.990002,60.389999,58.689999,60.290001,56.339661,92600
2014-10-16,59.240002,61.130001,59.240002,60.680000,56.704109,26400
2014-10-17,61.330002,62.040001,61.330002,61.709999,57.666618,64400
2014-10-20,61.529999,62.240002,61.529999,62.200001,58.124523,12700
2014-10-21,62.750000,63.750000,62.750000,63.750000,59.572960,111600
2014-10-22,64.000000,64.010002,63.270000,63.290001,59.143093,206600
2014-10-23,64.150002,64.639999,64.089996,64.279999,60.068233,14600
2014-10-24,64.440002,64.980003,64.389999,64.959999,60.703667,13200
2014-10-27,64.750000,64.879997,64.459999,64.790001,60.544815,20200
2014-10-28,65.129997,65.559998,65.029999,65.559998,61.264347,13300
2014-10-29,65.440002,65.510002,64.839996,65.160004,60.890568,11400
2014-10-30,65.050003,65.830002,65.000000,65.660004,61.357811,81200
2014-10-31,66.570000,66.570000,66.180000,66.360001,62.011951,68100
2014-11-03,66.570000,66.709999,66.379997,66.459999,62.105396,86700
2014-11-04,66.400002,66.400002,66.029999,66.349998,62.002586,22500
2014-11-05,66.820000,66.830002,66.430000,66.680000,62.310970,16800
2014-11-06,66.800003,67.080002,66.690002,67.029999,62.638046,34100
2014-11-07,67.199997,67.199997,66.589996,66.750000,62.376377,25000
2014-11-10,66.779999,67.010002,66.699997,66.989998,62.600666,9100
2014-11-11,67.040001,67.150002,66.930000,67.019997,62.628696,8700
2014-11-12,66.879997,67.080002,66.800003,67.050003,62.656734,13900
2014-11-13,67.239998,67.309998,66.769997,66.919998,62.535263,12300
